date,year,avg_day_price_eur_kwh,fixed_mean_price_eur_kwh,continuous_mean_price_eur_kwh,sparse_mean_price_eur_kwh,fixed_savings_pct,continuous_savings_pct,sparse_savings_pct,fixed_hours,continuous_start_hour,continuous_hours,sparse_hours
2013-02-05,2013,0.036577083333333316,0.03851785714285712,0.03502571428571429,0.03477785714285713,-5.305982961618872,4.241368928957861,4.918998527245936,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",21,"21,22,23,0,1,2,3,4,5,6,7,8,9,10","0,1,2,3,4,5,6,11,12,13,14,21,22,23"
2013-02-06,2013,0.039244166666666656,0.041555,0.03731499999999999,0.037157857142857124,-5.88834858683884,4.915804896693784,5.316228374857069,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",18,"18,19,20,21,22,23,0,1,2,3,4,5,6,7","0,1,2,3,4,5,6,14,15,19,20,21,22,23"
2013-02-07,2013,0.040867916666666664,0.043534285714285706,0.03873857142857142,0.038283571428571424,-6.524357650444728,5.210310218313655,6.323652999427604,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",18,"18,19,20,21,22,23,0,1,2,3,4,5,6,7","0,1,2,3,4,5,6,13,14,15,20,21,22,23"
2013-02-08,2013,0.03973083333333331,0.04152571428571426,0.03827714285714284,0.03810142857142856,-4.517602078270742,3.6588471829783002,4.10110895040734,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",17,"17,18,19,20,21,22,23,0,1,2,3,4,5,6","0,1,2,3,4,5,13,14,15,19,20,21,22,23"
2013-02-09,2013,0.03838999999999998,0.03967499999999997,0.03696714285714286,0.036832857142857126,-3.3472258400624857,3.706322330964111,4.056115803966801,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9","0,1,2,3,4,5,6,7,8,14,15,21,22,23"
2013-02-10,2013,0.03755749999999998,0.03815571428571426,0.03682714285714284,0.0367285714285714,-1.5927958083319673,1.944637270470977,2.2070919827692954,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",21,"21,22,23,0,1,2,3,4,5,6,7,8,9,10","0,1,2,3,4,5,6,7,8,13,14,15,22,23"
2013-02-11,2013,0.041954999999999985,0.04472571428571427,0.04000499999999999,0.038958571428571405,-6.604014505337355,4.6478369681801786,7.142005890665192,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",19,"19,20,21,22,23,0,1,2,3,4,5,6,7,8","0,1,2,3,4,5,6,13,14,15,20,21,22,23"
2013-02-12,2013,0.04309124999999999,0.04651928571428571,0.04012142857142855,0.039334999999999995,-7.955294205402994,6.891936132211157,8.716966901633153,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",18,"18,19,20,21,22,23,0,1,2,3,4,5,6,7","0,1,2,3,4,5,6,13,15,19,20,21,22,23"
2013-02-13,2013,0.044536666666666634,0.04906071428571428,0.0404871428571428,0.03936142857142851,-10.158029232200388,9.09256150630306,11.620173853539688,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",17,"17,18,19,20,21,22,23,0,1,2,3,4,5,6","0,1,2,3,4,5,6,13,15,19,20,21,22,23"
2013-02-14,2013,0.03992916666666665,0.0416342857142857,0.03859928571428569,0.038413571428571394,-4.270359714375173,3.330600319017322,3.7957096644355732,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",18,"18,19,20,21,22,23,0,1,2,3,4,5,6,7","0,1,2,3,4,5,6,13,15,19,20,21,22,23"
2013-02-15,2013,0.040135416666666646,0.04198142857142856,0.0385685714285714,0.03836785714285712,-4.599458677839182,3.903896778020867,4.403989470171672,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",17,"17,18,19,20,21,22,23,0,1,2,3,4,5,6","0,1,2,3,4,5,6,14,15,19,20,21,22,23"
2013-02-16,2013,0.03833499999999999,0.03927571428571428,0.03738214285714285,0.03721928571428572,-2.453930574447098,2.4856062158787986,2.910432465669151,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9","0,1,2,3,4,5,6,7,8,14,15,21,22,23"
2013-02-17,2013,0.03764041666666667,0.038194285714285715,0.03699428571428571,0.036694285714285714,-1.471474273316261,1.7165882038525802,2.5136038231447717,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",23,"23,0,1,2,3,4,5,6,7,8,9,10,11,12","0,1,2,3,4,5,6,7,12,13,14,15,21,23"
2013-02-18,2013,0.03943416666666666,0.040989999999999985,0.03811357142857141,0.03801714285714286,-3.945394222438223,3.34886051798207,3.5933910344848137,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,14,15,16,19,20,21,22,23"
2013-02-19,2013,0.03856458333333332,0.04013642857142856,0.03738357142857142,0.037307857142857136,-4.075877663474235,3.0624262021809314,3.258757341194793,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9","0,1,2,3,4,5,6,12,14,15,20,21,22,23"
2013-02-20,2013,0.039437916666666656,0.04107642857142857,0.03819214285714284,0.0380192857142857,-4.154661410263593,3.1588225616814993,3.5971244738188664,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",19,"19,20,21,22,23,0,1,2,3,4,5,6,7,8","0,1,2,3,4,5,6,14,15,16,20,21,22,23"
2013-02-21,2013,0.042548749999999975,0.04511285714285712,0.04018999999999996,0.03979642857142855,-6.02628077877058,5.543641117541679,6.468630520453421,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,14,15,16,19,20,21,22,23"
2013-02-22,2013,0.04250583333333332,0.04467999999999999,0.04044357142857141,0.04015999999999998,-5.114984217852465,4.851715030710078,5.518850353873012,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,14,15,16,19,20,21,22,23"
2013-02-23,2013,0.03816041666666667,0.03845642857142857,0.03765857142857143,0.0373757142857143,-0.7757040688197493,1.3150937068609192,2.0563255055802725,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",2,"2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,13,14,15,16,22,23"
2013-02-24,2013,0.037373749999999976,0.037400714285714266,0.03668714285714285,0.036314285714285695,-0.07214765902348547,1.8371374102334608,2.8347818608362347,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",2,"2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,13,14,15,16,23"
2013-02-25,2013,0.03972416666666664,0.041107857142857106,0.03876285714285711,0.03858499999999997,-3.4832460748674485,2.4199614604280133,2.8676917913109263,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",18,"18,19,20,21,22,23,0,1,2,3,4,5,6,7","0,1,2,3,4,5,6,14,15,16,20,21,22,23"
2013-02-26,2013,0.04025291666666665,0.041556428571428564,0.03930142857142855,0.03919642857142854,-3.238304234091307,2.363774290239265,2.62462495323472,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,6,14,15,16,20,21,22,23"
2013-02-27,2013,0.040809999999999985,0.04212785714285714,0.039714999999999966,0.03959142857142855,-3.229250533832776,2.6831658907131093,2.9859628242377783,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,13,14,15,16,20,21,22,23"
2013-02-28,2013,0.039871666666666646,0.0411885714285714,0.038801428571428556,0.03862357142857141,-3.302858576026642,2.684207069108615,3.1302810803709473,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,13,14,15,16,20,21,22,23"
2013-03-01,2013,0.03989958333333333,0.041515,0.03877714285714284,0.03845142857142857,-4.048705604695141,2.8131634027685806,3.629498458182968,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,6,13,14,15,16,21,22,23"
2013-03-02,2013,0.042139999999999976,0.045155714285714264,0.0386421428571428,0.03855285714285709,-7.156417384229449,8.300562750017038,8.512441521459154,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",18,"18,19,20,21,22,23,0,1,2,3,4,5,6,7","0,1,2,3,4,5,6,16,18,19,20,21,22,23"
2013-03-03,2013,0.038274583333333334,0.038778571428571426,0.03640857142857142,0.03618928571428571,-1.3167696454037394,4.875329114652445,5.448256878165777,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13","0,1,2,3,4,5,6,7,8,9,10,13,14,15"
2013-03-04,2013,0.050057083333333315,0.04610714285714285,0.04090857142857141,0.04018357142857142,7.890872206611724,18.276158528537064,19.72450499964919,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,12,13,14,15,16,20,21,22,23"
2013-03-05,2013,0.04074041666666664,0.04209214285714284,0.0398692857142857,0.039253571428571395,-3.317899769007933,2.138247528267654,3.6495582513562406,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",22,"22,23,0,1,2,3,4,5,6,7,8,9,10,11","0,1,2,3,4,5,10,11,12,13,14,15,22,23"
2013-03-06,2013,0.041112916666666666,0.042597857142857146,0.040107857142857146,0.03961142857142857,-3.61185874558599,2.4446320166440456,3.6521079431357073,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,11,12,13,14,15,21,22,23"
2013-03-07,2013,0.041074999999999987,0.04273214285714285,0.03990714285714284,0.039289285714285686,-4.034431788540145,2.8432310233892744,4.347448047995863,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,12,13,14,15,16,21,22,23"
2013-03-08,2013,0.040348749999999996,0.04133357142857143,0.039698571428571416,0.03875214285714285,-2.4407730811275,1.6113970604506442,3.9570176098569174,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,5,12,13,14,15,16,21,22,23"
2013-03-09,2013,0.03943333333333331,0.03966214285714283,0.03903714285714285,0.0386635714285714,-0.5802439318922742,1.0047095761381237,1.9520589300809275,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",3,"3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,7,8,11,12,13,14,15,16,21,22,23"
