date,year,avg_day_price_eur_kwh,fixed_mean_price_eur_kwh,continuous_mean_price_eur_kwh,sparse_mean_price_eur_kwh,fixed_savings_pct,continuous_savings_pct,sparse_savings_pct,fixed_hours,continuous_start_hour,continuous_hours,sparse_hours
2013-01-01,2013,0.030444166666666658,0.03210999999999999,0.028702777777777768,0.028689444444444434,-5.471765253332611,5.719942700207122,5.763738720243803,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",22,"22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,21,23"
2013-01-02,2013,0.037087916666666665,0.038496111111111106,0.03627444444444445,0.03598888888888889,-3.7969089962663705,2.193361869132261,2.9633041609089443,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13","0,1,2,3,4,5,6,9,10,11,12,13,14,19,20,21,22,23"
2013-01-03,2013,0.03502708333333333,0.036004444444444436,0.034422222222222215,0.03440555555555555,-2.790301155851618,1.7268383592061713,1.7744205872439942,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13","0,1,2,3,4,5,6,7,8,9,11,12,13,19,20,21,22,23"
2013-01-04,2013,0.03453416666666665,0.03640444444444443,0.03367999999999998,0.033581111111111096,-5.415731602358371,2.4733959122608145,2.7597467886070937,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",13,"13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6","0,1,2,3,4,5,6,9,10,11,12,13,14,19,20,21,22,23"
2013-01-05,2013,0.03545458333333331,0.03628055555555554,0.034760555555555545,0.034732777777777765,-2.329662753209327,1.9575121536550735,2.035859648298068,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",21,"21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14","0,1,2,3,4,5,6,7,8,9,10,12,13,14,20,21,22,23"
2013-01-06,2013,0.03484041666666666,0.035461666666666676,0.03414722222222221,0.03414722222222221,-1.783130224715121,1.9896273086413945,1.9896273086413945,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",23,"23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,23"
2013-01-07,2013,0.039344583333333336,0.041065,0.037983333333333334,0.03773444444444444,-4.372690014508549,3.4598155188664292,4.092402949721322,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",12,"12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,6,11,12,13,14,17,18,19,20,21,22,23"
2013-01-08,2013,0.04008541666666666,0.04168722222222222,0.03894,0.03876388888888888,-3.995980804878495,2.8574398420040272,3.296779446667702,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13","0,1,2,3,4,5,6,7,10,11,12,13,14,19,20,21,22,23"
2013-01-09,2013,0.03976166666666666,0.04097777777777778,0.03884277777777777,0.03848944444444444,-3.058501348311488,2.3109918821869293,3.1996199578041415,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",19,"19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12","0,1,2,3,4,5,6,10,11,12,13,14,15,19,20,21,22,23"
2013-01-10,2013,0.041093749999999984,0.04317222222222221,0.03916055555555554,0.039033888888888875,-5.05787917194762,4.704351499788767,5.012589776087873,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",19,"19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12","0,1,2,3,4,5,6,7,9,10,11,12,13,19,20,21,22,23"
2013-01-11,2013,0.043932499999999985,0.046357777777777755,0.04219499999999999,0.040891111111111086,-5.520463842890274,3.954930859841795,6.922867783278666,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",13,"13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6","0,1,2,3,4,5,6,10,11,12,13,14,18,19,20,21,22,23"
2013-01-12,2013,0.040892499999999964,0.04210999999999996,0.03916888888888886,0.0391383333333333,-2.977318579201559,4.214981013905014,4.2897026757147705,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",20,"20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13","0,1,2,3,4,5,6,7,8,9,10,12,13,14,20,21,22,23"
