year,avg_price_year_eur_kwh,fixed_price_year_eur_kwh,continuous_price_year_eur_kwh,sparse_price_year_eur_kwh,fixed_savings_pct,continuous_savings_pct,sparse_savings_pct
2013,0.041157126712328754,0.04437752226027396,0.038091328767123275,0.03754465924657533,-7.410168308916721,7.023465346121175,8.2019545140853
2014,0.03602161616438355,0.03964727397260273,0.03252074999999999,0.03168224657534245,-9.464445273862134,9.168671074940555,11.235127417672121
2015,0.029659279269406383,0.03460685445205478,0.024903169520547934,0.024219970890410947,-15.629695468258594,15.563875608049615,17.57937310726144
2016,0.032470980502283094,0.03623388356164382,0.028949008561643823,0.028373094178082182,-10.727512296130113,10.106731737600093,11.630347710509612
2017,0.033191891552511406,0.03619432363013697,0.030270203767123277,0.029852676369863,-8.423582363412121,8.208008577486346,9.395353610464818
2018,0.046799162374429215,0.050483407534246565,0.04320450684931505,0.042675505136986286,-7.904789452746971,7.522398063847386,8.672221260331918
2019,0.04403981342465753,0.048932669520547936,0.03989122431506848,0.03933428938356163,-10.91965768600084,9.473622215648946,10.815362805510352
2020,0.028000269360730582,0.03436282876712327,0.02235731849315067,0.02146486815068492,-21.322978919674224,20.901064544555187,24.130596376776765
