year,avg_price_year_eur_kwh,fixed_price_year_eur_kwh,continuous_price_year_eur_kwh,sparse_price_year_eur_kwh,fixed_savings_pct,continuous_savings_pct,sparse_savings_pct
2013,0.041157126712328754,0.043593981735159805,0.03859784931506848,0.03832517351598172,-5.726123555116785,5.811429244859045,6.407105562521947
2014,0.03602161616438355,0.03873554794520547,0.03303569558599694,0.03260380517503804,-7.176399943045234,7.7788980280228675,8.865433958761276
2015,0.029659279269406383,0.03330842313546422,0.025900083713850823,0.025491482496194814,-11.814279611232845,12.337233889316087,13.539028198297721
2016,0.032470980502283094,0.03524234094368339,0.02967119330289192,0.029336057838660563,-8.011962406599201,8.017652237132953,8.865646540933872
2017,0.033191891552511406,0.03541158904109588,0.03085310045662099,0.030619363774733625,-6.314716577956036,6.567364709302341,7.219943367548128
2018,0.046799162374429215,0.04952591933028918,0.043827353120243516,0.0435767214611872,-5.928212328246402,6.165115259265381,6.710649247609532
2019,0.04403981342465753,0.0476596712328767,0.04082431354642312,0.040541342465753416,-8.256189306060278,7.362810638699443,8.036155550124763
2020,0.028000269360730582,0.03272113698630136,0.02354542922374428,0.02304636225266361,-16.222495470844795,16.83001251954363,18.628893979680676
